DATE,TIME,OPEN,HIGH,LOW,CLOSE,CHANGE,GAIN,LOSS,AVG+AF8-GAIN,AVG+AF8-LOSS,RS,RSI+AF8-14
20200123,14:05:00,1540.775,1544.4,1540.775,1543.65,2.88,2.88,0.00,0.40,0.23,1.72,63.26
20200123,14:06:00,1543.65,1546.425,1543.65,1545.45,1.80,1.80,0.00,0.50,0.21,2.32,69.90
20200123,14:07:00,1545.45,1546.1,1544.85,1544.85,+AC0-0.60,0.00,0.60,0.46,0.24,1.91,65.64
20200123,14:08:00,1544.85,1545.325,1543.525,1545.3,0.45,0.45,0.00,0.46,0.22,2.05,67.25
20200123,14:09:00,1545.3,1545.65,1544.35,1544.375,+AC0-0.92,0.00,0.92,0.43,0.27,1.56,60.92
20200123,14:10:00,1544.375,1545.25,1544.175,1544.975,0.60,0.60,0.00,0.44,0.25,1.73,63.33
20200123,14:11:00,1544.975,1545.725,1544.575,1544.575,+AC0-0.40,0.00,0.40,0.41,0.27,1.54,60.65
20200123,14:12:00,1544.575,1544.975,1543,1543,+AC0-1.58,0.00,1.58,0.38,0.36,1.06,51.40
20200123,14:13:00,1543,1543.65,1542.775,1543.425,0.42,0.42,0.00,0.38,0.33,1.15,53.46
20200123,14:14:00,1543.425,1543.625,1543.35,1543.625,0.20,0.20,0.00,0.37,0.31,1.19,54.44
20200123,14:15:00,1543.625,1544.425,1543.575,1543.9,0.28,0.28,0.00,0.36,0.29,1.26,55.82
20200123,14:16:00,1543.9,1543.925,1542.65,1543.075,+AC0-0.83,0.00,0.83,0.34,0.33,1.03,50.85
20200123,14:17:00,1543.075,1543.75,1542.6,1543.75,0.67,0.67,0.00,0.36,0.30,1.19,54.42
20200123,14:18:00,1543.75,1546.4,1543.575,1546.375,2.63,2.63,0.00,0.52,0.28,1.86,65.06
20200123,14:19:00,1546.375,1546.95,1545.85,1546.3,+AC0-0.08,0.00,0.08,0.49,0.27,1.82,64.60
20200123,14:20:00,1546.3,1546.55,1546.175,1546.35,0.05,0.05,0.00,0.45,0.25,1.84,64.78
20200123,14:21:00,1546.35,1547.1,1546.3,1546.85,0.50,0.50,0.00,0.46,0.23,1.99,66.61
20200123,14:22:00,1546.85,1547.125,1546.725,1546.85,0.00,0.00,0.00,0.42,0.21,1.99,66.61
20200123,14:23:00,1546.85,1549.425,1546.85,1549.225,2.38,2.38,0.00,0.56,0.20,2.85,74.04
20200123,14:24:00,1549.225,1551.7,1548.925,1551.425,2.20,2.20,0.00,0.68,0.18,3.71,78.76
20200123,14:25:00,1551.425,1553.45,1550.725,1553.45,2.03,2.03,0.00,0.78,0.17,4.56,82.00
20200123,14:26:00,1553.45,1553.85,1551.8,1552.275,+AC0-1.17,0.00,1.17,0.72,0.24,2.98,74.86
20200123,14:27:00,1552.275,1553.225,1551.85,1551.85,+AC0-0.43,0.00,0.43,0.67,0.26,2.62,72.41
20200123,14:28:00,1551.85,1553.7,1551.3,1553.7,1.85,1.85,0.00,0.75,0.24,3.18,76.08
20200123,14:29:00,1553.7,1554.325,1553.6,1554.125,0.42,0.42,0.00,0.73,0.22,3.32,76.85
20200123,14:30:00,1554.125,1554.2,1553.025,1553.2,+AC0-0.92,0.00,0.92,0.68,0.27,2.51,71.50
20200123,14:31:00,1553.2,1553.65,1553.025,1553.05,+AC0-0.15,0.00,0.15,0.63,0.26,2.41,70.64
20200123,14:32:00,1553.05,1553.05,1550.6,1551.125,+AC0-1.92,0.00,1.92,0.59,0.38,1.54,60.58
20200123,14:33:00,1551.125,1552.85,1551.125,1552.85,1.72,1.72,0.00,0.67,0.35,1.89,65.34
20200123,14:34:00,1552.85,1554.675,1552.85,1554.675,1.83,1.83,0.00,0.75,0.33,2.28,69.54
20200123,14:35:00,1554.675,1554.675,1554.175,1554.225,+AC0-0.45,0.00,0.45,0.70,0.34,2.06,67.37
20200123,14:36:00,1554.225,1554.225,1553.475,1553.825,+AC0-0.40,0.00,0.40,0.65,0.34,1.89,65.42
20200123,14:37:00,1553.825,1554.1,1553.45,1553.65,+AC0-0.17,0.00,0.17,0.60,0.33,1.82,64.54
20200123,14:38:00,1553.65,1554.125,1553.425,1553.625,+AC0-0.03,0.00,0.03,0.56,0.31,1.81,64.41
20200123,14:39:00,1553.625,1553.875,1551.65,1552.125,+AC0-1.50,0.00,1.50,0.52,0.39,1.32,56.83
20200123,14:40:00,1552.125,1552.375,1551.175,1551.9,+AC0-0.22,0.00,0.22,0.48,0.38,1.26,55.77
20200123,14:41:00,1551.9,1552.2,1551.475,1551.8,+AC0-0.10,0.00,0.10,0.45,0.36,1.24,55.27
20200123,14:42:00,1551.8,1552.4,1551.525,1552.4,0.60,0.60,0.00,0.46,0.34,1.36,57.69
20200123,14:43:00,1552.4,1552.4,1551.275,1551.55,+AC0-0.85,0.00,0.85,0.42,0.37,1.14,53.29
20200123,14:44:00,1551.55,1551.95,1551.225,1551.6,0.05,0.05,0.00,0.40,0.35,1.15,53.52
20200123,14:45:00,1551.6,1551.9,1551.525,1551.625,0.03,0.03,0.00,0.37,0.32,1.16,53.64
20200123,14:46:00,1551.625,1551.85,1551.6,1551.75,0.13,0.13,0.00,0.35,0.30,1.19,54.27
20200123,14:47:00,1551.75,1552.35,1551.75,1552.35,0.60,0.60,0.00,0.37,0.28,1.34,57.30
20200123,14:48:00,1552.35,1552.35,1550.25,1550.45,+AC0-1.90,0.00,1.90,0.34,0.39,0.88,46.75
20200123,14:49:00,1550.45,1550.975,1549.175,1549.925,+AC0-0.53,0.00,0.53,0.32,0.40,0.80,44.32
20200123,14:50:00,1549.925,1550.225,1549.475,1549.475,+AC0-0.45,0.00,0.45,0.30,0.41,0.73,42.29
20200123,14:51:00,1549.475,1549.5,1548.9,1549.45,+AC0-0.02,0.00,0.02,0.28,0.38,0.73,42.18
20200123,14:52:00,1549.45,1549.775,1549.075,1549.275,+AC0-0.17,0.00,0.17,0.26,0.36,0.70,41.33
20200123,14:53:00,1549.275,1549.825,1549.075,1549.625,0.35,0.35,0.00,0.26,0.34,0.78,43.77
20200123,14:54:00,1549.625,1549.975,1549.425,1549.975,0.35,0.35,0.00,0.27,0.31,0.86,46.18
20200123,14:55:00,1549.975,1549.975,1549.55,1549.875,+AC0-0.10,0.00,0.10,0.25,0.30,0.84,45.58
20200123,14:56:00,1549.875,1549.975,1549.425,1549.975,0.10,0.10,0.00,0.24,0.28,0.86,46.33
20200123,14:57:00,1549.975,1549.975,1549.375,1549.6,+AC0-0.38,0.00,0.38,0.22,0.28,0.78,43.88
20200123,14:58:00,1549.6,1550.875,1549.15,1550.7,1.10,1.10,0.00,0.28,0.26,1.08,51.92
20200123,14:59:00,1550.7,1551.3,1550.325,1550.325,+AC0-0.38,0.00,0.38,0.26,0.27,0.97,49.33
20200123,15:00:00,1550.325,1550.925,1550.25,1550.575,0.25,0.25,0.00,0.26,0.25,1.04,51.08
20200123,15:01:00,1550.575,1551.35,1550.125,1550.275,+AC0-0.30,0.00,0.30,0.24,0.26,0.96,48.89
20200123,15:02:00,1550.275,1550.425,1550.025,1550.15,+AC0-0.13,0.00,0.13,0.23,0.25,0.92,47.97
20200123,15:03:00,1550.15,1550.35,1550.1,1550.2,0.05,0.05,0.00,0.21,0.23,0.94,48.39
20200123,15:04:00,1550.2,1551.375,1550.075,1551.375,1.17,1.17,0.00,0.28,0.21,1.33,57.13
20200123,15:05:00,1551.375,1551.625,1551.125,1551.625,0.25,0.25,0.00,0.28,0.20,1.42,58.73
20200123,15:06:00,1551.625,1551.925,1551.075,1551.375,+AC0-0.25,0.00,0.25,0.26,0.20,1.30,56.46
20200123,15:07:00,1551.375,1552.475,1551.1,1551.175,+AC0-0.20,0.00,0.20,0.24,0.20,1.20,54.64
20200123,15:08:00,1551.175,1551.6,1551.05,1551.225,0.05,0.05,0.00,0.23,0.19,1.22,55.03
20200123,15:09:00,1551.225,1551.425,1549.475,1549.475,+AC0-1.75,0.00,1.75,0.21,0.30,0.71,41.55
20200123,15:10:00,1549.475,1550.625,1549.475,1549.725,0.25,0.25,0.00,0.21,0.28,0.78,43.67
20200123,15:11:00,1549.725,1550.075,1546.7,1546.85,+AC0-2.88,0.00,2.88,0.20,0.46,0.43,30.12
20200123,15:12:00,1546.85,1547.6,1546.825,1546.9,0.05,0.05,0.00,0.19,0.43,0.44,30.53
20200123,15:13:00,1546.9,1547.8,1546.675,1546.925,0.02,0.02,0.00,0.18,0.40,0.44,30.74
20200123,15:14:00,1546.925,1546.925,1546.075,1546.15,+AC0-0.77,0.00,0.77,0.16,0.43,0.39,27.86
20200123,15:15:00,1546.15,1546.975,1546.075,1546.5,0.35,0.35,0.00,0.18,0.40,0.45,31.01
20200123,15:16:00,1546.5,1548.075,1546.275,1546.65,0.15,0.15,0.00,0.18,0.37,0.48,32.37
20200123,15:17:00,1546.65,1548.3,1546.025,1546.2,+AC0-0.45,0.00,0.45,0.16,0.37,0.44,30.43
20200123,15:18:00,1546.2,1546.75,1545.625,1545.75,+AC0-0.45,0.00,0.45,0.15,0.38,0.40,28.58
20200123,15:19:00,1545.75,1547.05,1545.575,1546.325,0.58,0.58,0.00,0.18,0.35,0.52,34.08
20200123,15:20:00,1546.325,1547.625,1545.575,1547.575,1.25,1.25,0.00,0.26,0.33,0.79,44.16
20200123,15:21:00,1547.575,1549.675,1547.575,1549.125,1.55,1.55,0.00,0.35,0.30,1.16,53.62
20200123,15:22:00,1549.125,1551.1,1548.625,1550.975,1.85,1.85,0.00,0.46,0.28,1.63,61.91
20200123,15:23:00,1550.975,1551.975,1550.1,1551.475,0.50,0.50,0.00,0.46,0.26,1.76,63.80
20200123,15:24:00,1551.475,1551.675,1551.05,1551.3,+AC0-0.17,0.00,0.17,0.43,0.26,1.68,62.63
20200123,15:25:00,1551.3,1551.925,1549.975,1550.725,+AC0-0.58,0.00,0.58,0.40,0.28,1.43,58.82
20200123,15:26:00,1550.725,1550.775,1549.475,1549.475,+AC0-1.25,0.00,1.25,0.37,0.35,1.06,51.49
20200123,15:27:00,1549.475,1549.825,1548.45,1548.45,+AC0-1.02,0.00,1.02,0.34,0.40,0.86,46.38
20200123,15:28:00,1548.45,1549.925,1548.45,1549.25,0.80,0.80,0.00,0.38,0.37,1.02,50.51
20200123,15:29:00,1549.25,1549.75,1549.225,1549.5,0.25,0.25,0.00,0.37,0.34,1.07,51.76
20200124,09:15:00,1550.875,1557.525,1550.6,1556.5,7.00,7.00,0.00,0.84,0.32,2.65,72.61
20200124,09:16:00,1556.5,1556.5,1551.325,1553.4,+AC0-3.10,0.00,3.10,0.78,0.52,1.51,60.20
20200124,09:17:00,1553.4,1553.9,1551.55,1551.55,+AC0-1.85,0.00,1.85,0.72,0.61,1.19,54.24
20200124,09:18:00,1551.55,1551.55,1547.625,1547.675,+AC0-3.88,0.00,3.88,0.67,0.84,0.80,44.34
20200124,09:19:00,1547.675,1547.775,1546.25,1546.75,+AC0-0.92,0.00,0.92,0.62,0.85,0.73,42.35
20200124,09:20:00,1546.75,1546.75,1543.125,1543.75,+AC0-3.00,0.00,3.00,0.58,1.00,0.58,36.62
20200124,09:21:00,1543.75,1547.05,1543.25,1545.625,1.88,1.88,0.00,0.67,0.93,0.72,41.91
20200124,09:22:00,1545.625,1547.35,1545.125,1547.35,1.72,1.72,0.00,0.75,0.87,0.86,46.35
20200124,09:23:00,1547.35,1547.8,1546.35,1547.8,0.45,0.45,0.00,0.73,0.80,0.90,47.48
20200124,09:24:00,1547.8,1549.625,1547.8,1549.5,1.70,1.70,0.00,0.80,0.75,1.07,51.61
20200124,09:25:00,1549.5,1549.725,1547.675,1549.65,0.15,0.15,0.00,0.75,0.69,1.08,51.97
20200124,09:26:00,1549.65,1549.65,1548.45,1549,+AC0-0.65,0.00,0.65,0.70,0.69,1.01,50.23
20200124,09:27:00,1549,1552.675,1549,1552.15,3.15,3.15,0.00,0.87,0.64,1.36,57.64
20200124,09:28:00,1552.15,1552.875,1551.275,1552.875,0.72,0.72,0.00,0.86,0.59,1.45,59.15
20200124,09:29:00,1552.875,1555.275,1552.85,1554.8,1.92,1.92,0.00,0.94,0.55,1.70,62.92
20200124,09:30:00,1554.8,1557.1,1554.75,1555.7,0.90,0.90,0.00,0.93,0.51,1.82,64.57
20200124,09:31:00,1555.7,1559.475,1555.575,1559.475,3.77,3.77,0.00,1.14,0.48,2.39,70.49
20200124,09:32:00,1559.475,1559.475,1557.025,1558.175,+AC0-1.30,0.00,1.30,1.06,0.54,1.97,66.37
20200124,09:33:00,1558.175,1558.725,1557.5,1557.5,+AC0-0.67,0.00,0.67,0.98,0.55,1.80,64.28
20200124,09:34:00,1557.5,1558.15,1557.4,1557.7,0.20,0.20,0.00,0.92,0.51,1.83,64.63
20200124,09:35:00,1557.7,1557.975,1556.725,1557.75,0.05,0.05,0.00,0.86,0.47,1.84,64.73
20200124,09:36:00,1557.75,1558.575,1557.3,1558.575,0.83,0.83,0.00,0.86,0.44,1.97,66.33
20200124,09:37:00,1558.575,1558.925,1557.825,1558.275,+AC0-0.30,0.00,0.30,0.80,0.43,1.87,65.17
20200124,09:38:00,1558.275,1558.325,1556.95,1557.325,+AC0-0.95,0.00,0.95,0.74,0.46,1.60,61.50
20200124,09:39:00,1557.325,1558.825,1557.325,1558.825,1.50,1.50,0.00,0.80,0.43,1.85,64.87
20200124,09:40:00,1558.825,1561.775,1558.55,1561.775,2.95,2.95,0.00,0.95,0.40,2.37,70.35
20200124,09:41:00,1561.775,1562.6,1561.775,1562.5,0.72,0.72,0.00,0.93,0.37,2.51,71.53
20200124,09:42:00,1562.5,1562.625,1561.7,1562.275,+AC0-0.22,0.00,0.22,0.87,0.36,2.40,70.59
20200124,09:43:00,1562.275,1562.9,1561.525,1561.525,+AC0-0.75,0.00,0.75,0.80,0.39,2.07,67.42
20200124,09:44:00,1561.525,1561.525,1559.975,1560.075,+AC0-1.45,0.00,1.45,0.75,0.46,1.61,61.66
20200124,09:45:00,1560.075,1560.325,1560.075,1560.15,0.08,0.08,0.00,0.70,0.43,1.62,61.84
20200124,09:46:00,1560.15,1560.15,1557.7,1558.125,+AC0-2.03,0.00,2.03,0.65,0.55,1.19,54.35
20200124,09:47:00,1558.125,1558.3,1557.875,1557.95,+AC0-0.17,0.00,0.17,0.60,0.52,1.16,53.75
20200124,09:48:00,1557.95,1557.95,1557.25,1557.25,+AC0-0.70,0.00,0.70,0.56,0.53,1.05,51.29
20200124,09:49:00,1557.25,1557.8,1557.225,1557.25,0.00,0.00,0.00,0.52,0.49,1.05,51.29
20200124,09:50:00,1557.25,1557.525,1556.45,1556.45,+AC0-0.80,0.00,0.80,0.48,0.52,0.94,48.35
20200124,09:51:00,1556.45,1557.075,1556.45,1557,0.55,0.55,0.00,0.49,0.48,1.02,50.45
20200124,09:52:00,1557,1557,1554.25,1554.4,+AC0-2.60,0.00,2.60,0.45,0.63,0.72,41.80
20200124,09:53:00,1554.4,1554.45,1552.7,1553,+AC0-1.40,0.00,1.40,0.42,0.69,0.61,38.02
20200124,09:54:00,1553,1553,1548.625,1550.425,+AC0-2.58,0.00,2.58,0.39,0.82,0.48,32.24
20200124,09:55:00,1550.425,1552.75,1550.425,1552.65,2.23,2.23,0.00,0.52,0.76,0.68,40.64
20200124,09:56:00,1552.65,1552.675,1550.525,1551.35,+AC0-1.30,0.00,1.30,0.48,0.80,0.61,37.70
20200124,09:57:00,1551.35,1555.05,1551.075,1555.05,3.70,3.70,0.00,0.71,0.74,0.96,49.00
20200124,09:58:00,1555.05,1558.375,1555.05,1557.25,2.20,2.20,0.00,0.82,0.69,1.19,54.31
20200124,09:59:00,1557.25,1558.5,1557.2,1558.5,1.25,1.25,0.00,0.85,0.64,1.33,57.04
20200124,10:00:00,1558.5,1558.875,1557.8,1558.7,0.20,0.20,0.00,0.80,0.59,1.35,57.48
20200124,10:01:00,1558.7,1559.875,1558.575,1558.7,0.00,0.00,0.00,0.75,0.55,1.35,57.48
20200124,10:02:00,1558.7,1558.75,1557.3,1557.45,+AC0-1.25,0.00,1.25,0.69,0.60,1.15,53.52
20200124,10:03:00,1557.45,1557.675,1556.775,1557.6,0.15,0.15,0.00,0.65,0.56,1.17,53.93
20200124,10:04:00,1557.6,1557.875,1556.975,1557.025,+AC0-0.57,0.00,0.57,0.61,0.56,1.08,52.04
20200124,10:05:00,1557.025,1557.25,1556.35,1556.475,+AC0-0.55,0.00,0.55,0.56,0.56,1.01,50.22
20200124,10:06:00,1556.475,1556.625,1555.3,1555.925,+AC0-0.55,0.00,0.55,0.52,0.56,0.94,48.39
20200124,10:07:00,1555.925,1556.875,1555.6,1555.75,+AC0-0.17,0.00,0.17,0.49,0.53,0.92,47.80
20200124,10:08:00,1555.75,1556.525,1555.725,1555.825,0.08,0.08,0.00,0.46,0.49,0.93,48.09
20200124,10:09:00,1555.825,1556.95,1555.825,1556.75,0.92,0.92,0.00,0.49,0.46,1.07,51.71
20200124,10:10:00,1556.75,1556.95,1556.475,1556.7,+AC0-0.05,0.00,0.05,0.46,0.43,1.06,51.50
20200124,10:11:00,1556.7,1557.975,1556.625,1557.775,1.08,1.08,0.00,0.50,0.40,1.25,55.65
20200124,10:12:00,1557.775,1557.975,1557.6,1557.9,0.13,0.13,0.00,0.47,0.37,1.28,56.12
20200124,10:13:00,1557.9,1561.125,1557.9,1561.125,3.22,3.22,0.00,0.67,0.34,1.95,66.09
20200124,10:14:00,1561.125,1561.7,1559.275,1560.725,+AC0-0.40,0.00,0.40,0.62,0.35,1.79,64.14
20200124,10:15:00,1560.725,1561.475,1559.675,1559.675,+AC0-1.05,0.00,1.05,0.58,0.40,1.45,59.21
20200124,10:16:00,1559.675,1559.775,1558.575,1558.675,+AC0-1.00,0.00,1.00,0.54,0.44,1.22,54.88
20200124,10:17:00,1558.675,1558.85,1556.575,1556.575,+AC0-2.10,0.00,2.10,0.50,0.56,0.89,47.10
20200124,10:18:00,1556.575,1557.4,1555.8,1556.55,+AC0-0.03,0.00,0.03,0.46,0.52,0.89,47.01
20200124,10:19:00,1556.55,1557.55,1556.325,1556.7,0.15,0.15,0.00,0.44,0.48,0.91,47.62
20200124,10:20:00,1556.7,1557.9,1556.7,1557.575,0.88,0.88,0.00,0.47,0.45,1.05,51.18
20200124,10:21:00,1557.575,1557.6,1556.725,1556.85,+AC0-0.73,0.00,0.73,0.44,0.47,0.93,48.26
20200124,10:22:00,1556.85,1557.05,1556.275,1556.35,+AC0-0.50,0.00,0.50,0.41,0.47,0.86,46.29
20200124,10:23:00,1556.35,1556.5,1555.9,1556.475,0.13,0.13,0.00,0.39,0.44,0.88,46.87
20200124,10:24:00,1556.475,1557.05,1556.4,1556.8,0.33,0.33,0.00,0.38,0.41,0.94,48.44
20200124,10:25:00,1556.8,1557.325,1556.3,1556.75,+AC0-0.05,0.00,0.05,0.35,0.38,0.93,48.20
20200124,10:26:00,1556.75,1557.175,1556.675,1556.8,0.05,0.05,0.00,0.33,0.35,0.94,48.47
20200124,10:27:00,1556.8,1556.8,1556.525,1556.75,+AC0-0.05,0.00,0.05,0.31,0.33,0.93,48.20
20200124,10:28:00,1556.75,1556.85,1556.625,1556.75,0.00,0.00,0.00,0.29,0.31,0.93,48.20
20200124,10:29:00,1556.75,1556.75,1555.65,1556.075,+AC0-0.67,0.00,0.67,0.27,0.33,0.80,44.34
20200124,10:30:00,1556.075,1556.075,1555.525,1555.55,+AC0-0.53,0.00,0.53,0.25,0.35,0.71,41.54
20200124,10:31:00,1555.55,1556,1555.55,1555.725,0.17,0.17,0.00,0.24,0.32,0.75,42.84
20200124,10:32:00,1555.725,1555.75,1555.1,1555.25,+AC0-0.47,0.00,0.47,0.22,0.33,0.67,40.24
20200124,10:33:00,1555.25,1555.725,1555.025,1555.725,0.47,0.47,0.00,0.24,0.31,0.78,43.90
20200124,10:34:00,1555.725,1556.375,1555.575,1556.275,0.55,0.55,0.00,0.26,0.29,0.92,47.89
20200124,10:35:00,1556.275,1556.275,1554.25,1554.25,+AC0-2.03,0.00,2.03,0.25,0.41,0.60,37.36
20200124,10:36:00,1554.25,1554.3,1552.4,1552.725,+AC0-1.53,0.00,1.53,0.23,0.49,0.46,31.71
20200124,10:37:00,1552.725,1553.225,1552.025,1552.15,+AC0-0.57,0.00,0.57,0.21,0.50,0.43,29.87
20200124,10:38:00,1552.15,1552.975,1551.4,1552.975,0.82,0.82,0.00,0.26,0.46,0.55,35.63
20200124,10:39:00,1552.975,1555.2,1552.975,1555.15,2.18,2.18,0.00,0.39,0.43,0.92,47.80
20200124,10:40:00,1555.15,1555.8,1555.025,1555.4,0.25,0.25,0.00,0.38,0.40,0.96,48.99
20200124,10:41:00,1555.4,1555.425,1555.1,1555.1,+AC0-0.30,0.00,0.30,0.36,0.39,0.91,47.59
20200124,10:42:00,1555.1,1555.5,1555.075,1555.275,0.18,0.18,0.00,0.34,0.36,0.94,48.51
20200124,10:43:00,1555.275,1555.75,1555.225,1555.25,+AC0-0.03,0.00,0.03,0.32,0.34,0.94,48.38
20200124,10:44:00,1555.25,1555.45,1554.9,1555.45,0.20,0.20,0.00,0.31,0.31,0.98,49.56
20200124,10:45:00,1555.45,1555.575,1554.75,1555.025,+AC0-0.42,0.00,0.42,0.29,0.32,0.89,47.10
20200124,10:46:00,1555.025,1555.725,1555.025,1555.7,0.67,0.67,0.00,0.32,0.30,1.05,51.25
20200124,10:47:00,1555.7,1555.7,1555.325,1555.325,+AC0-0.38,0.00,0.38,0.29,0.31,0.96,48.95
20200124,10:48:00,1555.325,1555.325,1555.125,1555.15,+AC0-0.17,0.00,0.17,0.27,0.30,0.92,47.87
20200124,10:49:00,1555.15,1555.15,1555.1,1555.1,+AC0-0.05,0.00,0.05,0.25,0.28,0.91,47.55
20200124,10:50:00,1555.1,1555.3,1555.1,1555.225,0.13,0.13,0.00,0.24,0.26,0.94,48.48
20200124,10:51:00,1555.225,1555.25,1555.125,1555.25,0.03,0.03,0.00,0.23,0.24,0.95,48.68
20200124,10:52:00,1555.25,1555.25,1555.2,1555.2,+AC0-0.05,0.00,0.05,0.21,0.23,0.93,48.28
20200124,10:53:00,1555.2,1555.25,1555.175,1555.175,+AC0-0.03,0.00,0.03,0.20,0.21,0.93,48.07
20200124,10:54:00,1555.175,1555.475,1555.025,1555.475,0.30,0.30,0.00,0.20,0.20,1.03,50.85
20200124,10:55:00,1555.475,1555.825,1555.375,1555.375,+AC0-0.10,0.00,0.10,0.19,0.19,1.00,49.89
20200124,10:56:00,1555.375,1555.75,1555.3,1555.35,+AC0-0.03,0.00,0.03,0.18,0.18,0.99,49.64
20200124,10:57:00,1555.35,1555.675,1555.125,1555.175,+AC0-0.17,0.00,0.17,0.16,0.18,0.92,47.82
20200124,10:58:00,1555.175,1555.95,1555.125,1555.575,0.40,0.40,0.00,0.18,0.17,1.09,52.14
20200124,10:59:00,1555.575,1555.575,1555.15,1555.175,+AC0-0.40,0.00,0.40,0.17,0.18,0.92,47.87
20200124,11:00:00,1555.175,1556.175,1555.175,1555.925,0.75,0.75,0.00,0.21,0.17,1.24,55.26
20200124,11:01:00,1555.925,1555.95,1555.625,1555.775,+AC0-0.15,0.00,0.15,0.19,0.17,1.16,53.63
20200124,11:02:00,1555.775,1555.8,1555.325,1555.325,+AC0-0.45,0.00,0.45,0.18,0.19,0.96,48.94
20200124,11:03:00,1555.325,1555.375,1555.025,1555.175,+AC0-0.15,0.00,0.15,0.17,0.19,0.90,47.45
20200124,11:04:00,1555.175,1555.475,1555.025,1555.025,+AC0-0.15,0.00,0.15,0.16,0.18,0.85,45.95
20200124,11:05:00,1555.025,1555.275,1555.025,1555.25,0.22,0.22,0.00,0.16,0.17,0.94,48.58
20200124,11:06:00,1555.25,1555.675,1555.125,1555.25,0.00,0.00,0.00,0.15,0.16,0.94,48.58
20200124,11:07:00,1555.25,1555.65,1555.05,1555.65,0.40,0.40,0.00,0.17,0.15,1.14,53.28
20200124,11:08:00,1555.65,1555.65,1555.025,1555.2,+AC0-0.45,0.00,0.45,0.15,0.17,0.92,47.97
20200124,11:09:00,1555.2,1555.375,1555.15,1555.375,0.17,0.17,0.00,0.16,0.16,1.00,50.05
20200124,11:10:00,1555.375,1555.4,1555.1,1555.3,+AC0-0.08,0.00,0.08,0.15,0.15,0.97,49.14
20200124,11:11:00,1555.3,1555.625,1555.15,1555.425,0.13,0.13,0.00,0.14,0.14,1.03,50.75
20200124,11:12:00,1555.425,1555.725,1555.325,1555.4,+AC0-0.02,0.00,0.02,0.13,0.13,1.02,50.41
20200124,11:13:00,1555.4,1555.95,1555.275,1555.65,0.25,0.25,0.00,0.14,0.12,1.16,53.77
20200124,11:14:00,1555.65,1555.975,1555.225,1555.525,+AC0-0.13,0.00,0.13,0.13,0.12,1.08,51.87
20200124,11:15:00,1555.525,1555.55,1555.1,1555.125,+AC0-0.40,0.00,0.40,0.12,0.14,0.86,46.26
20200124,11:16:00,1555.125,1555.15,1555.125,1555.15,0.03,0.03,0.00,0.12,0.13,0.87,46.65
20200124,11:17:00,1555.15,1555.325,1555.15,1555.325,0.17,0.17,0.00,0.12,0.12,0.98,49.41
20200124,11:18:00,1555.325,1555.325,1553.775,1553.775,+AC0-1.55,0.00,1.55,0.11,0.22,0.49,33.10
20200124,11:19:00,1553.775,1554.275,1553.55,1553.8,0.02,0.02,0.00,0.10,0.21,0.50,33.48
20200124,11:20:00,1553.8,1553.9,1553.375,1553.375,+AC0-0.42,0.00,0.42,0.10,0.22,0.43,30.31
20200124,11:21:00,1553.375,1553.375,1552.5,1552.675,+AC0-0.70,0.00,0.70,0.09,0.26,0.35,25.96
20200124,11:22:00,1552.675,1552.8,1552.25,1552.4,+AC0-0.27,0.00,0.27,0.08,0.26,0.32,24.47
20200124,11:23:00,1552.4,1552.7,1552.25,1552.25,+AC0-0.15,0.00,0.15,0.08,0.25,0.31,23.68
20200124,11:24:00,1552.25,1552.25,1551.8,1551.8,+AC0-0.45,0.00,0.45,0.07,0.27,0.27,21.42
20200124,11:25:00,1551.8,1551.8,1551.675,1551.675,+AC0-0.13,0.00,0.13,0.07,0.26,0.26,20.83
20200124,11:26:00,1551.675,1551.675,1551.05,1551.3,+AC0-0.38,0.00,0.38,0.06,0.26,0.24,19.12
20200124,11:27:00,1551.3,1551.3,1550.225,1550.275,+AC0-1.02,0.00,1.02,0.06,0.32,0.18,15.40
20200124,11:28:00,1550.275,1550.65,1549.8,1550.275,0.00,0.00,0.00,0.05,0.30,0.18,15.40
20200124,11:29:00,1550.275,1550.275,1548.65,1549.075,+AC0-1.20,0.00,1.20,0.05,0.36,0.14,12.18
20200124,11:30:00,1549.075,1549.625,1548.75,1549.55,0.47,0.47,0.00,0.08,0.33,0.24,19.37
20200124,11:31:00,1549.55,1550.475,1549.55,1549.8,0.25,0.25,0.00,0.09,0.31,0.30,22.94
20200124,11:32:00,1549.8,1550.275,1549.775,1550.125,0.33,0.33,0.00,0.11,0.29,0.38,27.44
20200124,11:33:00,1550.125,1550.275,1549.875,1550.275,0.15,0.15,0.00,0.11,0.27,0.42,29.49
20200124,11:34:00,1550.275,1550.275,1549.85,1550.175,+AC0-0.10,0.00,0.10,0.10,0.26,0.41,28.90
20200124,11:35:00,1550.175,1551.275,1550.15,1551.25,1.08,1.08,0.00,0.17,0.24,0.73,42.19
20200124,11:36:00,1551.25,1551.95,1551.2,1551.725,0.47,0.47,0.00,0.19,0.22,0.88,46.91
20200124,11:37:00,1551.725,1552.175,1551.725,1552.075,0.35,0.35,0.00,0.21,0.20,1.01,50.14
20200124,11:38:00,1552.075,1552.65,1552.075,1552.475,0.40,0.40,0.00,0.22,0.19,1.16,53.62
20200124,11:39:00,1552.475,1553.45,1552.475,1553.275,0.80,0.80,0.00,0.26,0.18,1.48,59.67
